Wall time,Step,Value
1775137205.9483614,469,0.04891423508524895
1775137266.6242523,1094,0.01456875167787075
1775137325.920244,1719,0.012220035307109356
1775137387.8132706,2344,0.00277603417634964
1775137446.2213194,2969,0.0023001539520919323
1775137548.0193079,3594,0.004921376705169678
1775137612.395415,4219,0.001876508118584752
1775137675.5312757,4844,0.0032647522166371346
1775137741.981116,5469,0.0011598080163821578
1775137803.506961,6094,0.008704137988388538
1775137913.1924162,6719,0.0004848616954404861
1775137975.9341805,7344,0.0018845971208065748
1775138041.774508,7969,0.00031711277551949024
1775138108.1950982,8594,0.007567192427814007
1775138175.711552,9219,0.006647300906479359
1775138277.769201,9844,0.0008921368280425668
1775138344.0671272,10469,0.009158833883702755
1775138412.159627,11094,0.008446795865893364
1775138481.4575636,11719,0.012430609203875065
1775138556.2122304,12344,0.004814951214939356
1775138661.1031325,12969,0.004830451216548681
1775138735.1892245,13594,0.0009292196482419968
1775138806.4960687,14219,0.0010209972970187664
1775138876.7162247,14844,0.0020046974532306194
1775138946.908996,15469,0.00874027144163847
1775139053.3911073,16094,0.0005958083202131093
1775139121.3053892,16719,0.000857135746628046
1775139191.5370498,17344,0.006679704878479242
1775139263.8862486,17969,0.0011916689109057188
1775139336.2094374,18594,0.003202991560101509
1775139442.851743,19219,0.0006382637657225132
1775139514.4637206,19844,0.003389867953956127
1775139587.6390085,20469,0.005415461957454681
1775139663.521198,21094,0.0027571863029152155
1775139734.20818,21719,0.005248825065791607
1775139844.028116,22344,0.003160933032631874
1775139918.3174586,22969,0.003762367181479931
1775139991.9374392,23594,0.0048009478487074375
1775140066.7831216,24219,0.0021427925676107407
1775140140.2402453,24844,0.00229615718126297
1775140255.7534487,25469,0.006651962175965309
1775140331.511536,26094,0.002971641719341278
1775140403.9465494,26719,0.004736031871289015
1775140473.461058,27344,0.005261207930743694
1775140544.1288755,27969,0.0019561080262064934
1775140664.036145,28594,0.0011906817089766264
1775140740.3613732,29219,0.0069468459114432335
1775140815.927754,29844,0.004399631172418594
1775140893.936063,30469,0.00982184149324894
1775140971.976908,31094,0.006379570811986923
1775141082.402312,31719,0.0048560211434960365
1775141161.1834817,32344,0.003951823338866234
1775141236.0041385,32969,0.011944644153118134
1775141308.4682922,33594,0.0076906755566596985
